-BEGIN HEADER-,,,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,,,
Dates (month/day/year): 10/01/2019 through 10/01/2025 in LST,,,,,,,,,
Location: Latitude  41.3981   Longitude 2.1538 ,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,
Parameter(s): ,,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) ,,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,,,
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,
-END HEADER-,,,,,,,,,
YEAR,MO,DY,HR,T2M,RH2M,WS10M,ALLSKY_SFC_SW_DWN,PRECTOTCORR,T2MWET
2025,3,30,20,11.72,64.81,1.43,0,0,8.49
2025,3,30,21,10.36,71.69,2.28,0,0,7.89
2025,3,30,22,9.46,75.33,2.87,0,0,7.37
2025,3,30,23,8.97,76.47,3.24,0,0,7
2025,3,31,0,8.57,77.13,3.41,0,0,6.68
2025,3,31,1,8.25,77.93,3.66,0,0,6.44
2025,3,31,2,8,78.95,3.92,0,0,6.29
2025,3,31,3,7.82,80.04,4.08,0,0,6.21
2025,3,31,4,7.76,80.92,4.22,0,0,6.23
2025,3,31,5,7.83,81.1,4.38,4.65,0,6.31
2025,3,31,6,10.23,72.1,4.93,121.32,0,7.82
2025,3,31,7,13.27,59.99,4.97,324.38,0,9.47
2025,3,31,8,16.81,50.71,3.69,508.4,0,11.65
2025,3,31,9,20.41,37.86,2.01,672.62,0,12.93
2025,3,31,10,22.79,29.39,1.48,795.6,0,13.28
2025,3,31,11,23.1,30.89,2.85,852.62,0,13.92
2025,3,31,12,22.92,32.84,3.89,848.35,0,14.23
2025,3,31,13,22.26,35.39,4.75,779.75,0,14.18
2025,3,31,14,21.05,39.36,5.31,656.33,0,13.84
2025,3,31,15,19.42,44.99,5.43,487.67,0,13.29
2025,3,31,16,17.39,52.92,5.15,285.33,0,12.53
2025,3,31,17,14.91,66.34,3.71,89.5,0,11.79
2025,3,31,18,12.36,81.92,1.63,0,0,10.86
2025,3,31,19,12.21,79.13,0.82,0,0,10.46
2025,3,31,20,11.95,78.06,1.67,0,0,10.1
2025,3,31,21,11.77,76.49,2.07,0,0,9.77
2025,3,31,22,11.85,72.91,2.08,0,0,9.49
2025,3,31,23,11.8,70.18,1.91,0,0,9.16
2025,4,1,0,11.65,68.45,1.73,0,0,8.81
2025,4,1,1,11.61,66.3,1.58,0,0,8.54
2025,4,1,2,11.48,64.87,1.43,0,0,8.24
2025,4,1,3,11.53,62.43,1.29,0,0,8.01
2025,4,1,4,11.51,60.3,1.08,0,0,7.74
2025,4,1,5,11.23,60.02,0.8,5.82,0,7.42
2025,4,1,6,11.82,66.48,0.42,131.73,0,8.75
2025,4,1,7,13.85,55.24,1.7,336.65,0,9.39
2025,4,1,8,15.47,53.11,2.88,529.38,0.01,10.66
2025,4,1,9,16.77,50.65,3.4,687.65,0.01,11.59
2025,4,1,10,17.71,49.39,3.77,797.4,0,12.32
2025,4,1,11,18.29,48.99,4.19,850.8,0,12.82
2025,4,1,12,18.46,49.61,4.57,840.72,0,13.09
2025,4,1,13,18.2,51.11,4.7,767.42,0,13.06
2025,4,1,14,17.62,53.21,4.59,633.38,0,12.8
2025,4,1,15,16.75,55.71,4.22,453.65,0,12.3
2025,4,1,16,15.52,59.21,4.04,247.77,0,11.56
2025,4,1,17,13.85,65.66,3.8,68.32,0,10.7
2025,4,1,18,11.2,81.68,2.89,0,0.03,9.71
2025,4,1,19,10.13,88.77,2.93,0,0.05,9.26
2025,4,1,20,9.6,94.5,3.15,0,0.14,9.19
2025,4,1,21,9.32,99.75,3.37,0,0.22,9.3
2025,4,1,22,10.12,96.27,4.05,0,0.41,9.84
2025,4,1,23,10.36,95.93,3.91,0,0.81,10.05
2025,4,2,0,10.63,95.5,3.83,0,1.84,10.3
2025,4,2,1,10.55,96.33,3.75,0,2.84,10.27
2025,4,2,2,10.23,97.76,3.93,0,3.91,10.06
2025,4,2,3,10.15,98.63,4.31,0,5.68,10.05
2025,4,2,4,10.14,98.69,4.55,0,6.77,10.04
2025,4,2,5,10.21,98.5,4.47,2.6,7.79,10.1
2025,4,2,6,11.06,95.59,5.1,30.9,7.29,10.73
2025,4,2,7,11.92,89.58,6.02,119.45,4.26,11.08
2025,4,2,8,12.81,79.83,6.65,169.75,2.33,11.1
2025,4,2,9,13.68,70.6,7.1,239.1,1.69,11.04
2025,4,2,10,14.34,64.99,7.48,288.4,1.61,11.08
2025,4,2,11,14.67,63.43,7.87,189.7,1.63,11.21
2025,4,2,12,14.71,63.72,7.95,122.43,2.69,11.29
2025,4,2,13,14.55,65.77,7.67,129.82,6.05,11.36
2025,4,2,14,14.28,69.12,7.42,111.4,10.23,11.48
2025,4,2,15,13.44,75.43,7.12,134.52,9.09,11.3
2025,4,2,16,12.89,80.44,6.75,68.55,7.16,11.25
2025,4,2,17,12.23,87.46,6.05,17.73,3.78,11.22
2025,4,2,18,11.5,93,5.92,0,2.45,10.95
2025,4,2,19,11.23,93.84,6,0,1.41,10.76
2025,4,2,20,11.04,95.34,5.34,0,0.91,10.68
2025,4,2,21,11,95.87,4.98,0,1,10.68
2025,4,2,22,10.82,96.59,4.67,0,0.93,10.57
2025,4,2,23,10.63,97.35,4.34,0,0.52,10.42
2025,4,3,0,10.23,98.64,3.72,0,0.24,10.12
2025,4,3,1,10.27,98.25,3.9,0,0.16,10.14
2025,4,3,2,10.04,98.75,3.99,0,0.15,9.94
2025,4,3,3,9.47,99.84,3.85,0,0.14,9.45
2025,4,3,4,9.54,98.21,4.49,0,0.13,9.4
2025,4,3,5,9.55,97,4.98,5.57,0.11,9.32
2025,4,3,6,10.05,94.61,5.51,80.97,0.08,9.63
2025,4,3,7,11.13,88.56,6.14,211.73,0.02,10.23
2025,4,3,8,12.23,80.97,6.61,349.08,0.01,10.64
2025,4,3,9,13.1,75.36,6.77,474.58,0,10.96
2025,4,3,10,14.06,69.92,6.84,618.75,0,11.35
2025,4,3,11,15.31,64.39,6.94,647.12,0,11.94
2025,4,3,12,16.22,59.63,7.08,665.6,0,12.25
2025,4,3,13,16.5,58.22,7.17,605.15,0,12.33
2025,4,3,14,16.04,60.53,7.38,485.55,0.01,12.18
2025,4,3,15,15.01,66.29,7.67,342.2,0.02,11.86
2025,4,3,16,13.95,74.03,7.76,187.88,0.04,11.65
2025,4,3,17,13.03,82.67,7.48,58.45,0.18,11.58
2025,4,3,18,12.36,89.33,7.38,0,0.19,11.5
2025,4,3,19,11.92,92.13,7.11,0,0.17,11.29
2025,4,3,20,11.67,92.1,7.19,0,0.27,11.04
2025,4,3,21,11.42,91.75,7.35,0,0.07,10.76
2025,4,3,22,11.28,91.4,7.02,0,0,10.59
2025,4,3,23,11.2,90.81,6.48,0,0,10.46
2025,4,4,0,11.14,89.48,6.39,0,0,10.29
2025,4,4,1,11.06,86.93,6.59,0,0,9.98
2025,4,4,2,10.86,85.28,6.8,0,0,9.64
2025,4,4,3,10.75,83.8,7.62,0,0,9.4
2025,4,4,4,10.69,82.89,8.33,0,0,9.27
2025,4,4,5,10.67,82.14,8.58,4.53,0,9.18
2025,4,4,6,11.19,79.95,8.64,54.4,0,9.49
2025,4,4,7,12.27,76.99,8.49,155.85,0.01,10.29
2025,4,4,8,13.77,70.9,9.05,258.92,0.07,11.16
2025,4,4,9,14.96,64.46,9.63,399.25,0.04,11.61
2025,4,4,10,15.79,61.17,9.85,590.15,0.01,12.01
2025,4,4,11,16.36,59.7,9.79,584.4,0.01,12.38
2025,4,4,12,16.77,59.11,9.49,449.02,0.01,12.71
2025,4,4,13,17.26,58.06,9.09,504.35,0.01,13.05
2025,4,4,14,17.09,59.06,8.71,456.73,0.02,13.01
2025,4,4,15,16.67,61.06,8.39,316.52,0.04,12.85
2025,4,4,16,15.68,65.73,7.87,186.35,0.1,12.43
2025,4,4,17,14.14,74.34,6.66,67.93,0.15,11.86
2025,4,4,18,12.3,85.17,5.21,0,0.65,11.07
2025,4,4,19,11.58,88.9,5,0,0.9,10.67
2025,4,4,20,11.54,89.49,4.85,0,0.99,10.68
2025,4,4,21,11.46,90.65,4.13,0,1.06,10.71
2025,4,4,22,11.45,91.04,3.55,0,1.13,10.73
2025,4,4,23,11.59,91.1,3.15,0,1.15,10.88
2025,4,5,0,11.58,92.04,2.56,0,0.99,10.95
2025,4,5,1,11.51,92.78,2.09,0,1.04,10.95
2025,4,5,2,11.4,93.32,1.77,0,1.17,10.88
2025,4,5,3,11.24,93.49,1.56,0,0.94,10.74
2025,4,5,4,10.97,92.58,1.47,0,0.62,10.39
2025,4,5,5,10.82,90.88,1.42,5.9,0.5,10.1
2025,4,5,6,11.91,87.25,1.51,68.25,0.84,10.88
2025,4,5,7,13.12,80.5,2.17,198.82,0.71,11.48
2025,4,5,8,14.84,73.19,2.39,314.73,0.94,12.47
2025,4,5,9,16.58,65.14,2.6,438.65,3.78,13.29
2025,4,5,10,17.94,59.83,2.66,489.27,3.49,13.98
2025,4,5,11,18.93,56.42,2.85,627,3.36,14.49
2025,4,5,12,19.42,54.77,3.03,599.85,3.71,14.76
2025,4,5,13,19.42,54.89,3.06,557.03,4.12,14.77
2025,4,5,14,19.19,55.53,2.88,435.6,4.83,14.64
2025,4,5,15,18.68,57.04,2.55,342.8,5.61,14.34
2025,4,5,16,18.09,59.27,2.19,202.65,3.64,14.07
2025,4,5,17,16.82,70.56,1.61,79.72,1.19,14.12
2025,4,5,18,14.83,80.28,1.61,0,0.12,13.16
2025,4,5,19,14.36,80.34,1.41,0,0.03,12.7
2025,4,5,20,13.88,82.04,1.2,0,0,12.39
2025,4,5,21,13.45,83.17,1.28,0,0,12.07
2025,4,5,22,13,84.08,1.51,0,0,11.7
2025,4,5,23,12.49,86.16,1.76,0,0,11.37
2025,4,6,0,12.01,87.8,2.04,0,0,11.04
2025,4,6,1,11.57,88.99,2.31,0,0,10.7
2025,4,6,2,11.4,88.59,2.52,0,0,10.49
2025,4,6,3,11.3,86.84,2.63,0,0,10.24
2025,4,6,4,11.14,84.84,2.69,0,0,9.9
2025,4,6,5,11,83.99,2.85,9.1,0,9.68
2025,4,6,6,13.52,79.49,2.62,125.45,0,11.79
2025,4,6,7,16.56,62.33,3.22,315.08,0,12.95
2025,4,6,8,19.64,48.98,2.29,505.6,0.02,14.12
2025,4,6,9,21.84,40.51,1.57,617.8,0.05,14.83
2025,4,6,10,23.01,37.05,1.39,738.25,0.04,15.29
2025,4,6,11,23.58,36.21,2.01,814.17,0.03,15.65
2025,4,6,12,23.84,36.36,2.71,772.3,0.03,15.92
2025,4,6,13,23.65,37.4,3.26,691.47,0.03,15.94
2025,4,6,14,23.47,38.44,3.62,584.78,0.02,15.98
2025,4,6,15,22.78,40.52,3.83,439.88,0,15.72
2025,4,6,16,21.85,45.55,3.81,250.62,0,15.7
2025,4,6,17,19.8,62.9,3.12,90.1,0,16.15
2025,4,6,18,17.52,70.81,3.39,0,0,14.85
2025,4,6,19,16.58,73.09,3.52,0,0,14.18
2025,4,6,20,15.48,76.35,3.51,0,0,13.41
2025,4,6,21,14.61,78.45,3.44,0,0,12.76
2025,4,6,22,13.92,79.43,3.4,0,0,12.17
2025,4,6,23,13.36,79.86,3.36,0,0,11.65
2025,4,7,0,12.9,80.53,3.33,0,0,11.27
2025,4,7,1,12.47,81.77,3.28,0,0,10.94
2025,4,7,2,12.1,82.68,3.14,0,0,10.65
2025,4,7,3,11.98,81.81,2.69,0,0,10.45
2025,4,7,4,12.29,78.45,1.99,0,0,10.43
2025,4,7,5,12.44,77.18,1.34,9.6,0,10.43
2025,4,7,6,14.13,78.47,0.73,118.12,0,12.26
2025,4,7,7,16.35,64.39,1.08,279.55,0,12.93
2025,4,7,8,18.04,60.32,2.43,420.52,0,14.11
2025,4,7,9,19.29,55.95,3.11,640.53,0,14.77
2025,4,7,10,20.11,53.71,3.33,722.53,0,15.26
2025,4,7,11,20.55,52.66,3.55,807.88,0,15.55
2025,4,7,12,20.65,52.66,3.9,757.22,0,15.65
2025,4,7,13,20.48,53.27,4.35,676.17,0,15.58
2025,4,7,14,20.08,54.52,4.69,523.58,0,15.37
2025,4,7,15,19.51,56,4.68,387.23,0,15.02
2025,4,7,16,18.47,59.48,4.49,218.65,0,14.46
2025,4,7,17,16.62,67.8,4.13,79.7,0,13.65
2025,4,7,18,13.84,83.82,2.93,0,0,12.51
2025,4,7,19,12.44,93.7,2.31,0,0.02,11.95
2025,4,7,20,11.71,99.19,2.08,0,0.04,11.65
2025,4,7,21,11.64,100,1.68,0,0.02,11.65
2025,4,7,22,11.96,97.49,0.96,0,0.01,11.77
2025,4,7,23,12.04,96.18,0.21,0,0,11.75
2025,4,8,0,11.61,97.79,0.66,0,0,11.45
2025,4,8,1,11.45,97.2,1.2,0,0,11.24
2025,4,8,2,11.25,96.14,1.59,0,0,10.95
2025,4,8,3,11.2,93.39,1.73,0,0,10.67
2025,4,8,4,11.27,89.44,1.73,0,0,10.41
2025,4,8,5,11.26,85.88,1.62,11.15,0,10.08
2025,4,8,6,13.27,78.35,1.39,132.85,0,11.4
2025,4,8,7,15.85,60.5,0.19,307.92,0,11.95
2025,4,8,8,18.05,52.49,1.71,499.38,0,13.08
2025,4,8,9,19.27,51.11,2.49,618.42,0,14.08
2025,4,8,10,20.01,50.7,3.13,731.03,0,14.74
2025,4,8,11,20.49,50.5,3.68,833.25,0,15.17
2025,4,8,12,20.73,50.57,4.05,824.75,0,15.41
2025,4,8,13,20.67,51.12,4.3,750.85,0,15.43
2025,4,8,14,20.27,52.57,4.45,628.38,0,15.27
2025,4,8,15,19.55,55.16,4.52,462.52,0,14.93
2025,4,8,16,18.3,59.86,4.61,274.33,0,14.33
2025,4,8,17,16.31,68.66,4.46,105.3,0,13.43
2025,4,8,18,13.54,85.86,3.16,0,0,12.38
2025,4,8,19,12.16,96.36,2.4,0,0.02,11.88
2025,4,8,20,11.56,100,1.91,0,0.12,11.67
2025,4,8,21,11.64,100,1.44,0,0.14,11.74
2025,4,8,22,11.65,100,1.16,0,0.17,11.7
2025,4,8,23,11.63,99.92,0.88,0,0.2,11.62
2025,4,9,0,11.53,99.26,0.62,0,0.2,11.47
2025,4,9,1,11.3,99.43,0.42,0,0.2,11.24
2025,4,9,2,10.9,100,0.55,0,0.22,10.9
2025,4,9,3,10.62,100,0.89,0,0.37,10.61
2025,4,9,4,10.22,100,1.19,0,0.49,10.22
2025,4,9,5,9.98,99.98,1.37,13.07,0.37,9.94
2025,4,9,6,11.67,91.52,1.74,134.52,0.43,10.97
2025,4,9,7,13.82,82.47,2.63,302.88,0.24,12.33
2025,4,9,8,15.82,73.88,3.27,476.17,0.08,13.48
2025,4,9,9,17.51,67.6,3.66,655.5,0.03,14.48
2025,4,9,10,18.84,63.59,3.93,744.22,0.09,15.32
2025,4,9,11,19.92,60.29,4.07,790.67,0.36,15.96
2025,4,9,12,20.52,58.59,4.29,791.05,0.45,16.34
2025,4,9,13,20.58,58.27,4.5,735.05,0.6,16.36
2025,4,9,14,19.98,60.51,4.57,570.17,1.04,16.05
2025,4,9,15,18.93,64.59,4.39,415.85,1.67,15.54
2025,4,9,16,17.57,70.75,4.17,232.88,1.95,14.9
2025,4,9,17,15.95,78.43,3.9,71.5,2.79,14.09
2025,4,9,18,14.09,89.04,3.06,2.33,0.03,13.21
2025,4,9,19,13.21,94.57,2.52,0,0.09,12.79
2025,4,9,20,13,95.42,2.18,0,0.18,12.65
2025,4,9,21,13.01,95.08,1.76,0,0.28,12.64
2025,4,9,22,13.03,95.69,1.39,0,0.34,12.71
2025,4,9,23,13,96.51,1.52,0,0.32,12.74
2025,4,10,0,12.95,96.7,1.81,0,0.27,12.71
2025,4,10,1,12.9,97,2.1,0,0.25,12.68
2025,4,10,2,12.81,97.45,2.27,0,0.24,12.62
2025,4,10,3,12.63,98.31,2.29,0,0.24,12.5
2025,4,10,4,12.59,98.4,2.23,0,0.25,12.47
2025,4,10,5,12.66,97.9,2.36,8.07,0.25,12.5
2025,4,10,6,13.35,94.13,3.22,89.57,0.22,12.88
2025,4,10,7,14.03,88.33,3.89,215.68,0.16,13.09
2025,4,10,8,14.98,80.97,4.28,373.7,0.14,13.36
2025,4,10,9,16.17,73.24,4.16,549.97,0.09,13.77
2025,4,10,10,17.22,67.48,3.69,640.65,0.06,14.18
2025,4,10,11,18.02,63.85,3.4,692.97,0.04,14.54
2025,4,10,12,18.54,61.78,3.43,691.15,0.03,14.8
2025,4,10,13,18.9,60.6,3.59,647.55,0.03,15.01
2025,4,10,14,18.92,60.65,3.78,557.75,0.02,15.04
2025,4,10,15,18.41,62.46,3.88,412.08,0.01,14.76
2025,4,10,16,17.61,65.44,3.77,245.07,0,14.34
2025,4,10,17,16.29,71.76,3.58,86.4,0,13.75
2025,4,10,18,13.73,87.95,2.52,3.55,0,12.76
2025,4,10,19,12.44,95.66,2.28,0,0,12.11
2025,4,10,20,11.7,100,2.03,0,0,11.79
2025,4,10,21,11.52,100,1.76,0,0,11.7
2025,4,10,22,11.69,100,1.49,0,0.01,11.76
2025,4,10,23,11.97,98.47,1.11,0,0.01,11.85
2025,4,11,0,12.1,97.28,0.6,0,0.03,11.88
2025,4,11,1,12.02,97.08,0.37,0,0.05,11.79
2025,4,11,2,11.62,98.5,0.83,0,0.06,11.49
2025,4,11,3,11.26,99.35,1.14,0,0.04,11.19
2025,4,11,4,11.04,99.12,1.3,0,0.02,10.95
2025,4,11,5,10.96,98.21,1.48,14.15,0.01,10.81
2025,4,11,6,12.35,89.8,1.8,125.45,0,11.51
2025,4,11,7,14.33,77.19,1.78,283.42,0,12.34
2025,4,11,8,16.64,64.99,2.42,452.12,0,13.29
2025,4,11,9,17.85,61.2,3.34,572.05,0,14.02
2025,4,11,10,18.7,57.87,4.04,687.25,0,14.44
2025,4,11,11,19.19,54.83,4.28,709.33,0,14.52
2025,4,11,12,19.33,52.7,3.99,664.55,0,14.36
2025,4,11,13,18.79,52.28,3.56,533.22,0,13.78
2025,4,11,14,17.91,53.66,3.47,419.3,0,13.11
2025,4,11,15,16.97,57.21,3.78,318.52,0,12.66
2025,4,11,16,15.78,64.29,3.97,172.2,0,12.37
2025,4,11,17,14.5,73.93,4.18,59.53,0,12.18
2025,4,11,18,12.96,87.26,2.83,2.95,0.3,11.91
2025,4,11,19,12.39,93.93,2.31,0,0.21,11.91
2025,4,11,20,11.96,96.83,2.19,0,0.57,11.71
2025,4,11,21,11.33,99.08,2.1,0,0.16,11.24
2025,4,11,22,11.26,97.75,2.07,0,0.18,11.06
2025,4,11,23,10.94,96.17,2.49,0,0.16,10.61
2025,4,12,0,10.63,92.97,2.81,0,0.16,10.02
